i,Date,Open,High,Low,Close,Volume,n,vw
6246,2021-07-29 12:30:00+00:00,172.21,172.21,172.21,172.21,550,31,172.348018
6247,2021-07-29 12:45:00+00:00,172.545,172.65,172.08,172.38,2610,46,172.32059
6248,2021-07-29 13:00:00+00:00,172.645,172.645,172.37,172.62,521,20,172.555777
6249,2021-07-29 13:30:00+00:00,172.74,173.34,171.981,172.155,389665,5420,172.74022
6250,2021-07-29 13:45:00+00:00,172.165,172.32,171.575,172.01,334843,4892,171.9203
6251,2021-07-29 14:00:00+00:00,172.05,172.11,171.44,171.47,207273,3385,171.804108
6252,2021-07-29 14:15:00+00:00,171.46,171.5,171.085,171.37,193624,3249,171.27664
6253,2021-07-29 14:30:00+00:00,171.36,171.6,171.14,171.3431,146915,2914,171.355831
6254,2021-07-29 14:45:00+00:00,171.36,171.75,171.36,171.65,133193,2394,171.626626
6255,2021-07-29 15:00:00+00:00,171.666,171.78,171.365,171.455,103849,1987,171.573796
6256,2021-07-29 15:15:00+00:00,171.46,171.57,171.34,171.54,106186,2047,171.443554
6257,2021-07-29 15:30:00+00:00,171.54,171.63,171.41,171.51,103697,1901,171.511373
6258,2021-07-29 15:45:00+00:00,171.52,171.58,171.405,171.52,141484,2199,171.487152
6259,2021-07-29 16:00:00+00:00,171.51,171.8,171.465,171.7642,83542,1732,171.606822
6260,2021-07-29 16:15:00+00:00,171.77,171.81,171.635,171.695,70465,1432,171.728767
6261,2021-07-29 16:30:00+00:00,171.71,171.822,171.56,171.7,139464,2173,171.714481
6262,2021-07-29 16:45:00+00:00,171.71,171.801,171.66,171.68,58738,1368,171.74987
6263,2021-07-29 17:00:00+00:00,171.69,171.85,171.68,171.84,59953,1329,171.768966
6264,2021-07-29 17:15:00+00:00,171.84,172.07,171.781,172.055,76398,1523,171.912907
6265,2021-07-29 17:30:00+00:00,172.045,172.1,171.98,172.06,67976,1467,172.047981
6266,2021-07-29 17:45:00+00:00,172.065,172.1,171.94,172.0842,61159,1331,172.013683
6267,2021-07-29 18:00:00+00:00,172.09,172.24,172.03,172.1984,75635,1545,172.124149
6268,2021-07-29 18:15:00+00:00,172.19,172.24,172.095,172.1,77117,1537,172.171991
6269,2021-07-29 18:30:00+00:00,172.11,172.2401,172.1,172.1,68220,1424,172.176464
6270,2021-07-29 18:45:00+00:00,172.0901,172.1299,172.0401,172.0497,55302,1449,172.079658
6271,2021-07-29 19:00:00+00:00,172.05,172.15,172.015,172.04,71483,1343,172.083259
6272,2021-07-29 19:15:00+00:00,172.03,172.04,171.9483,172.0273,91602,1704,171.995208
6273,2021-07-29 19:30:00+00:00,172.025,172.2,171.98,172.155,207502,2338,172.082315
6274,2021-07-29 19:45:00+00:00,172.15,172.22,172.01,172.17,364896,5011,172.113684
6275,2021-07-29 20:00:00+00:00,172.18,172.23,172.18,172.18,655483,62,172.180004
6276,2021-07-29 20:15:00+00:00,172.18,172.18,172.18,172.18,1044,1,172.18
6277,2021-07-29 20:30:00+00:00,172.17,172.17,172.17,172.17,122,5,172.157541
6278,2021-07-29 20:45:00+00:00,171.42,171.42,171.42,171.42,309,6,171.427087
6279,2021-07-29 21:15:00+00:00,171.99,171.99,171.41,171.41,623,12,171.523018
6280,2021-07-29 22:00:00+00:00,172.0,172.18,172.0,172.18,553,10,172.136257
6281,2021-07-29 22:15:00+00:00,172.18,172.18,172.18,172.18,119,1,172.18
6282,2021-07-29 23:45:00+00:00,171.55,171.55,171.55,171.55,214,5,171.402804
6283,2021-07-30 11:15:00+00:00,171.67,171.67,171.67,171.67,200,1,171.67
6284,2021-07-30 13:15:00+00:00,172.43,172.43,172.36,172.36,441,21,172.312789
6285,2021-07-30 13:30:00+00:00,172.54,172.98,172.225,172.82,271680,3100,172.616089
6286,2021-07-30 13:45:00+00:00,172.83,172.86,172.325,172.35,225570,3133,172.625702
6287,2021-07-30 14:00:00+00:00,172.3494,172.36,171.84,172.19,189316,2520,172.062968
6288,2021-07-30 14:15:00+00:00,172.225,172.54,172.0169,172.02,187655,2936,172.316401
6289,2021-07-30 14:30:00+00:00,172.04,172.49,171.95,172.45,133514,2179,172.194362
6290,2021-07-30 14:45:00+00:00,172.42,172.64,172.37,172.44,155373,2256,172.504195
6291,2021-07-30 15:00:00+00:00,172.44,172.75,172.27,172.71,121529,1956,172.502927
6292,2021-07-30 15:15:00+00:00,172.7,172.76,172.38,172.45,123488,1903,172.613998
6293,2021-07-30 15:30:00+00:00,172.44,172.6,172.3,172.6,217166,2576,172.474335
6294,2021-07-30 15:45:00+00:00,172.58,172.7,172.31,172.375,152435,2097,172.471685
6295,2021-07-30 16:00:00+00:00,172.36,172.58,172.33,172.41,107355,1561,172.479572
6296,2021-07-30 16:15:00+00:00,172.41,172.47,172.34,172.37,94504,1451,172.386692
6297,2021-07-30 16:30:00+00:00,172.365,172.425,172.32,172.375,59057,1141,172.360563
6298,2021-07-30 16:45:00+00:00,172.3901,172.565,172.3618,172.56,83245,1409,172.459545
6299,2021-07-30 17:00:00+00:00,172.57,172.655,172.39,172.4,129724,1701,172.511531
6300,2021-07-30 17:15:00+00:00,172.41,172.545,172.395,172.44,89963,1529,172.461438
6301,2021-07-30 17:30:00+00:00,172.435,172.55,172.41,172.47,82236,1572,172.4886
6302,2021-07-30 17:45:00+00:00,172.47,172.64,172.4542,172.545,108241,1564,172.555672
6303,2021-07-30 18:00:00+00:00,172.555,172.565,172.39,172.455,90612,1487,172.484144
6304,2021-07-30 18:15:00+00:00,172.46,172.47,172.13,172.19,98999,1727,172.283482
6305,2021-07-30 18:30:00+00:00,172.19,172.31,172.14,172.23,91240,1605,172.224502
6306,2021-07-30 18:45:00+00:00,172.23,172.43,172.21,172.37,129255,1883,172.336779
6307,2021-07-30 19:00:00+00:00,172.38,172.545,172.34,172.44,180232,2384,172.476176
6308,2021-07-30 19:15:00+00:00,172.44,172.45,172.2,172.2,141340,2152,172.328589
6309,2021-07-30 19:30:00+00:00,172.21,172.28,171.98,171.98,175095,2743,172.102203
6310,2021-07-30 19:45:00+00:00,171.97,172.25,171.89,172.25,608958,7496,172.034842
6311,2021-07-30 20:00:00+00:00,172.25,172.25,172.2,172.2,1204272,69,172.20003
6312,2021-07-30 20:15:00+00:00,172.2,172.2,172.2,172.2,594,8,172.2
6313,2021-07-30 20:30:00+00:00,172.2,172.2,172.2,172.2,107,4,172.204065
6314,2021-07-30 20:45:00+00:00,172.2,172.2,172.2,172.2,102,3,172.203676
6315,2021-07-30 21:00:00+00:00,172.4483,172.4483,172.4483,172.4483,3121,7,172.226152
6316,2021-07-30 23:45:00+00:00,172.5,172.5,172.5,172.5,100,1,172.5
6317,2021-08-02 13:15:00+00:00,172.5,172.5,172.19,172.19,4160,75,172.292044
6318,2021-08-02 13:30:00+00:00,172.47,172.8289,171.63,171.725,462635,6753,172.230649
6319,2021-08-02 13:45:00+00:00,171.74,171.99,171.33,171.43,190564,3780,171.657759
6320,2021-08-02 14:00:00+00:00,171.37,171.86,171.3,171.8101,157008,3155,171.548471
6321,2021-08-02 14:15:00+00:00,171.83,172.36,171.8062,172.3,99343,2536,172.108032
6322,2021-08-02 14:30:00+00:00,172.32,172.6,172.27,172.5251,163079,2647,172.43007
6323,2021-08-02 14:45:00+00:00,172.55,172.71,172.39,172.7066,103669,2043,172.538455
6324,2021-08-02 15:00:00+00:00,172.7102,172.7925,172.55,172.55,82296,1688,172.674672
6325,2021-08-02 15:15:00+00:00,172.55,172.84,172.52,172.74,68952,1571,172.702217
6326,2021-08-02 15:30:00+00:00,172.74,172.78,172.57,172.7,98098,1931,172.664599
6327,2021-08-02 15:45:00+00:00,172.7319,172.7319,172.48,172.48,70842,1580,172.606816
6328,2021-08-02 16:00:00+00:00,172.49,172.64,172.42,172.55,107467,1881,172.533754
6329,2021-08-02 16:15:00+00:00,172.53,172.55,172.33,172.37,63237,1388,172.411775
6330,2021-08-02 16:30:00+00:00,172.36,172.61,172.35,172.56,50337,1130,172.504304
6331,2021-08-02 16:45:00+00:00,172.56,172.59,172.39,172.47,52246,1180,172.461385
6332,2021-08-02 17:00:00+00:00,172.46,172.59,172.4,172.57,72686,1197,172.494819
6333,2021-08-02 17:15:00+00:00,172.6,172.61,172.5064,172.55,50380,1070,172.569198
6334,2021-08-02 17:30:00+00:00,172.58,172.59,172.35,172.4,71922,1595,172.4362
6335,2021-08-02 17:45:00+00:00,172.4,172.4,172.24,172.285,68016,1301,172.295927
6336,2021-08-02 18:00:00+00:00,172.29,172.33,172.1652,172.27,99341,1454,172.229484
6337,2021-08-02 18:15:00+00:00,172.28,172.32,172.11,172.1521,69565,1455,172.210885
6338,2021-08-02 18:30:00+00:00,172.1516,172.26,172.06,172.11,90372,1566,172.157315
6339,2021-08-02 18:45:00+00:00,172.13,172.32,172.04,172.29,71364,1405,172.205502
6340,2021-08-02 19:00:00+00:00,172.2817,172.45,172.26,172.3901,68431,1473,172.326791
6341,2021-08-02 19:15:00+00:00,172.37,172.41,172.28,172.4,95580,1954,172.351533
6342,2021-08-02 19:30:00+00:00,172.4,172.4,172.2,172.22,192934,2948,172.285683
6343,2021-08-02 19:45:00+00:00,172.22,172.32,172.045,172.29,378095,5647,172.198988
6344,2021-08-02 20:00:00+00:00,172.27,172.27,172.27,172.27,555815,72,172.269974
6345,2021-08-02 20:15:00+00:00,172.27,172.27,172.27,172.27,629,9,172.269595
6346,2021-08-02 21:45:00+00:00,172.27,172.27,172.27,172.27,105,2,172.270952
6347,2021-08-02 22:15:00+00:00,172.39,172.39,172.39,172.39,100,1,172.39
6348,2021-08-02 23:45:00+00:00,172.39,172.39,172.39,172.39,750,2,172.39
6349,2021-08-03 13:15:00+00:00,172.8,172.8,172.79,172.79,370,8,172.784325
6350,2021-08-03 13:30:00+00:00,172.73,173.44,172.44,173.09,304044,4023,172.952813
6351,2021-08-03 13:45:00+00:00,173.12,173.2601,172.77,173.02,203945,3452,173.024006
6352,2021-08-03 14:00:00+00:00,173.03,173.82,173.02,173.79,742755,5998,173.498312
6353,2021-08-03 14:15:00+00:00,173.795,174.27,173.68,174.11,454263,5167,173.958482
6354,2021-08-03 14:30:00+00:00,174.11,174.5,173.9,174.27,342995,4618,174.2342
6355,2021-08-03 14:45:00+00:00,174.29,174.39,173.86,173.99,342763,4515,174.084831
6356,2021-08-03 15:00:00+00:00,173.99,174.12,173.73,173.85,214230,3095,173.92631
6357,2021-08-03 15:15:00+00:00,173.84,173.93,173.48,173.55,301693,3190,173.62264
6358,2021-08-03 15:30:00+00:00,173.55,173.88,173.33,173.83,190066,3133,173.547985
6359,2021-08-03 15:45:00+00:00,173.83,174.1,173.78,173.88,221514,2675,173.908772
6360,2021-08-03 16:00:00+00:00,173.9,173.9466,173.71,173.72,67200,1419,173.82556
6361,2021-08-03 16:15:00+00:00,173.71,173.71,173.45,173.51,124626,1960,173.562253
6362,2021-08-03 16:30:00+00:00,173.51,173.711,173.49,173.62,60463,1468,173.589451
6363,2021-08-03 16:45:00+00:00,173.58,173.59,173.28,173.31,64451,1380,173.393336
6364,2021-08-03 17:00:00+00:00,173.31,173.5783,173.31,173.5783,55209,1384,173.447188
6365,2021-08-03 17:15:00+00:00,173.58,173.82,173.55,173.78,61869,1308,173.672388
6366,2021-08-03 17:30:00+00:00,173.77,173.86,173.68,173.695,63071,1221,173.780522
6367,2021-08-03 17:45:00+00:00,173.69,173.69,173.55,173.6,63877,1281,173.646337
6368,2021-08-03 18:00:00+00:00,173.61,173.86,173.58,173.84,84672,1548,173.718028
6369,2021-08-03 18:15:00+00:00,173.84,173.92,173.79,173.821,83070,1467,173.85326
6370,2021-08-03 18:30:00+00:00,173.825,173.9176,173.74,173.89,92280,1550,173.807155
6371,2021-08-03 18:45:00+00:00,173.89,173.985,173.875,173.95,88780,1531,173.93317
6372,2021-08-03 19:00:00+00:00,173.96,174.28,173.96,174.2,154262,2423,174.153084
6373,2021-08-03 19:15:00+00:00,174.19,174.45,174.1799,174.24,233237,2630,174.326712
6374,2021-08-03 19:30:00+00:00,174.22,174.45,174.13,174.25,205224,3130,174.292218
6375,2021-08-03 19:45:00+00:00,174.2483,174.42,174.135,174.4,469856,5879,174.297852
6376,2021-08-03 20:00:00+00:00,174.44,174.44,174.39,174.39,690639,47,174.389987
6377,2021-08-03 20:15:00+00:00,174.39,174.39,174.37,174.39,12996,22,174.389757
6378,2021-08-03 20:30:00+00:00,174.39,174.39,174.39,174.39,183,5,174.40123
6379,2021-08-03 22:45:00+00:00,174.32,174.32,174.32,174.32,100,1,174.32
6380,2021-08-03 23:45:00+00:00,174.32,174.32,174.2,174.2,1502,5,174.277656
6381,2021-08-04 09:30:00+00:00,174.3,174.3,174.3,174.3,800,2,174.3
6382,2021-08-04 10:15:00+00:00,174.3,174.3,174.3,174.3,301,6,174.301894
6383,2021-08-04 12:15:00+00:00,174.41,174.41,174.41,174.41,194,8,174.407371
6384,2021-08-04 13:00:00+00:00,174.4,174.4,174.3,174.3,2312,50,174.385214
6385,2021-08-04 13:15:00+00:00,174.0,174.0,174.0,174.0,303,9,174.00038
6386,2021-08-04 13:30:00+00:00,174.2,174.38,173.41,173.655,401378,4875,174.052129
6387,2021-08-04 13:45:00+00:00,173.62,174.48,173.57,174.165,198291,3368,174.149303
6388,2021-08-04 14:00:00+00:00,174.199,174.3,173.74,173.785,133398,2684,174.053327
6389,2021-08-04 14:15:00+00:00,173.8089,174.01,173.6,173.69,156440,2862,173.841706
6390,2021-08-04 14:30:00+00:00,173.68,173.84,173.47,173.63,128828,2508,173.639283
6391,2021-08-04 14:45:00+00:00,173.65,173.7,173.259,173.365,192011,2734,173.418406
6392,2021-08-04 15:00:00+00:00,173.38,173.55,173.35,173.5,390535,4134,173.414513
6393,2021-08-04 15:15:00+00:00,173.49,173.6,173.38,173.46,305590,3594,173.485066
6394,2021-08-04 15:30:00+00:00,173.47,173.97,173.46,173.93,136827,2338,173.637299
6395,2021-08-04 15:45:00+00:00,173.95,174.28,173.77,174.28,129735,2241,173.953899
6396,2021-08-04 16:00:00+00:00,174.27,174.59,174.17,174.45,140221,2089,174.448217
6397,2021-08-04 16:15:00+00:00,174.44,174.57,174.27,174.29,109179,1781,174.395863
6398,2021-08-04 16:30:00+00:00,174.3,174.38,174.16,174.22,74329,1431,174.25368
6399,2021-08-04 16:45:00+00:00,174.24,174.33,174.2,174.2525,79828,1358,174.27394
6400,2021-08-04 17:00:00+00:00,174.26,174.59,174.25,174.41,103932,1698,174.425303
6401,2021-08-04 17:15:00+00:00,174.42,174.42,174.145,174.227,76453,1421,174.28233
6402,2021-08-04 17:30:00+00:00,174.22,174.33,174.15,174.21,80103,1329,174.238259
6403,2021-08-04 17:45:00+00:00,174.2,174.27,174.07,174.08,104483,1721,174.171659
6404,2021-08-04 18:00:00+00:00,174.09,174.2,173.975,174.01,110992,1808,174.119257
6405,2021-08-04 18:15:00+00:00,174.01,174.07,173.87,173.885,63411,1235,173.975172
6406,2021-08-04 18:30:00+00:00,173.88,173.98,173.84,173.96,86228,1554,173.909435
6407,2021-08-04 18:45:00+00:00,173.95,173.95,173.68,173.69,90882,1621,173.788092
6408,2021-08-04 19:00:00+00:00,173.7,173.74,173.55,173.59,122874,1854,173.653759
6409,2021-08-04 19:15:00+00:00,173.58,173.79,173.54,173.712,99218,1976,173.685701
6410,2021-08-04 19:30:00+00:00,173.725,173.88,173.67,173.71,156526,2687,173.779962
6411,2021-08-04 19:45:00+00:00,173.71,173.81,173.33,173.36,377889,5787,173.576291
6412,2021-08-04 20:00:00+00:00,173.42,173.42,173.36,173.36,684713,68,173.360031
6413,2021-08-04 20:15:00+00:00,173.37,173.37,173.2,173.2,516,11,173.322617
6414,2021-08-04 21:30:00+00:00,173.36,173.36,173.36,173.36,131,2,173.359924
6415,2021-08-04 22:30:00+00:00,173.36,173.36,173.36,173.36,6,1,173.42
6416,2021-08-04 23:15:00+00:00,173.11,173.11,173.11,173.11,177,1,173.11
6417,2021-08-04 23:30:00+00:00,173.59,173.59,173.59,173.59,115,2,173.571739
6418,2021-08-05 10:30:00+00:00,173.5,173.5,173.5,173.5,619,16,173.518384
6419,2021-08-05 11:15:00+00:00,173.36,173.36,173.0,173.0,563,27,173.172096
6420,2021-08-05 11:30:00+00:00,173.36,173.36,173.36,173.36,100,1,173.36
6421,2021-08-05 11:45:00+00:00,173.2,173.4,173.2,173.4,528,10,173.300909
6422,2021-08-05 12:00:00+00:00,173.4,173.4,173.4,173.4,300,1,173.4
6423,2021-08-05 12:45:00+00:00,173.3,173.3,173.3,173.3,361,3,173.30831
6424,2021-08-05 13:15:00+00:00,174.0,174.15,174.0,174.15,549,30,174.045173
6425,2021-08-05 13:30:00+00:00,173.85,173.85,172.81,173.16,278772,3543,173.457492
6426,2021-08-05 13:45:00+00:00,173.12,173.325,172.66,172.94,146049,2595,172.894696
6427,2021-08-05 14:00:00+00:00,172.965,173.22,172.7,173.2,149218,2502,172.922447
6428,2021-08-05 14:15:00+00:00,173.24,173.405,172.96,172.985,94915,1988,173.264366
6429,2021-08-05 14:30:00+00:00,173.0,173.015,172.72,172.72,96082,1816,172.861279
6430,2021-08-05 14:45:00+00:00,172.72,172.9532,172.66,172.905,129027,2049,172.835052
6431,2021-08-05 15:00:00+00:00,172.89,172.93,172.505,172.52,134250,2092,172.747395
6432,2021-08-05 15:15:00+00:00,172.52,172.64,172.42,172.565,120683,1954,172.53583
6433,2021-08-05 15:30:00+00:00,172.56,172.96,172.46,172.94,140205,2147,172.666133
6434,2021-08-05 15:45:00+00:00,172.94,173.12,172.94,172.98,121366,1999,173.033648
6435,2021-08-05 16:00:00+00:00,172.985,173.055,172.88,173.01,103883,1794,172.981841
6436,2021-08-05 16:15:00+00:00,173.02,173.02,172.82,172.89,87252,1686,172.887737
6437,2021-08-05 16:30:00+00:00,172.89,172.9372,172.67,172.81,78377,1469,172.823496
6438,2021-08-05 16:45:00+00:00,172.8,172.865,172.76,172.76,60282,1291,172.807517
6439,2021-08-05 17:00:00+00:00,172.765,172.95,172.72,172.95,69637,1383,172.831931
6440,2021-08-05 17:15:00+00:00,172.95,172.99,172.88,172.9,71022,1582,172.93582
6441,2021-08-05 17:30:00+00:00,172.9,172.9273,172.7577,172.79,63450,1356,172.85149
6442,2021-08-05 17:45:00+00:00,172.78,172.85,172.74,172.85,78412,1683,172.799887
6443,2021-08-05 18:00:00+00:00,172.84,172.955,172.82,172.82,87687,1549,172.886852
6444,2021-08-05 18:15:00+00:00,172.83,172.9,172.79,172.83,88981,1588,172.846076
6445,2021-08-05 18:30:00+00:00,172.83,173.04,172.805,172.9955,123831,1749,172.925354
6446,2021-08-05 18:45:00+00:00,172.99,173.07,172.94,173.05,106962,1872,173.008472
6447,2021-08-05 19:00:00+00:00,173.05,173.055,172.93,172.995,113050,1966,173.001823
6448,2021-08-05 19:15:00+00:00,172.995,173.02,172.91,173.0,126203,2106,172.973349
6449,2021-08-05 19:30:00+00:00,173.0,173.375,172.985,173.35,219695,3472,173.192315
6450,2021-08-05 19:45:00+00:00,173.34,173.72,173.2855,173.69,501255,6419,173.489731
6451,2021-08-05 20:00:00+00:00,173.75,173.75,173.0,173.68,883987,44,173.689491
6452,2021-08-05 20:15:00+00:00,173.68,173.72,173.68,173.72,422,7,173.699894
6453,2021-08-05 20:30:00+00:00,173.8,173.89,173.8,173.89,3002,21,173.874415
6454,2021-08-05 21:00:00+00:00,173.75,173.75,173.75,173.75,101,2,173.750693
6455,2021-08-05 21:15:00+00:00,173.75,173.75,173.75,173.75,101,2,173.750693
6456,2021-08-05 21:45:00+00:00,173.8,173.8,173.8,173.8,303,4,173.800594
6457,2021-08-05 22:00:00+00:00,173.8,173.8,173.8,173.8,302,3,173.800497
6458,2021-08-06 11:45:00+00:00,174.0,174.0,174.0,174.0,200,1,174.0
6459,2021-08-06 12:45:00+00:00,173.94,173.95,173.9,173.9,463,5,173.933477
6460,2021-08-06 13:15:00+00:00,173.85,174.0,173.85,174.0,903,6,173.983123
6461,2021-08-06 13:30:00+00:00,173.94,173.94,173.16,173.3,307217,3638,173.587984
6462,2021-08-06 13:45:00+00:00,173.27,173.37,172.78,172.85,153508,2470,173.060831
6463,2021-08-06 14:00:00+00:00,172.87,173.005,172.52,172.73,132606,2395,172.810789
6464,2021-08-06 14:15:00+00:00,172.7,173.03,172.67,172.89,96183,1836,172.885776
6465,2021-08-06 14:30:00+00:00,172.9,173.12,172.77,173.09,124356,1931,172.921485
6466,2021-08-06 14:45:00+00:00,173.09,173.13,172.955,173.1,105860,1961,173.043918
6467,2021-08-06 15:00:00+00:00,173.12,173.45,172.98,173.26,120691,2199,173.222225
6468,2021-08-06 15:15:00+00:00,173.26,173.29,172.9201,172.9201,131092,2246,173.062002
6469,2021-08-06 15:30:00+00:00,172.93,173.05,172.82,172.82,90051,1724,172.943375
6470,2021-08-06 15:45:00+00:00,172.83,172.94,172.75,172.87,83139,1563,172.846015
6471,2021-08-06 16:00:00+00:00,172.88,172.89,172.71,172.71,85156,1528,172.807473
6472,2021-08-06 16:15:00+00:00,172.71,172.81,172.45,172.64,298041,3163,172.585353
6473,2021-08-06 16:30:00+00:00,172.64,172.785,172.53,172.54,89020,1494,172.692478
6474,2021-08-06 16:45:00+00:00,172.58,172.79,172.575,172.783,111541,1552,172.711188
6475,2021-08-06 17:00:00+00:00,172.78,172.85,172.66,172.7157,69864,1263,172.743906
6476,2021-08-06 17:15:00+00:00,172.725,172.77,172.615,172.665,66400,1315,172.699963
6477,2021-08-06 17:30:00+00:00,172.67,172.94,172.605,172.91,94921,1841,172.754067
6478,2021-08-06 17:45:00+00:00,172.9,172.96,172.77,172.7901,59540,1159,172.851901
6479,2021-08-06 18:00:00+00:00,172.81,172.92,172.76,172.88,72962,1325,172.84449
6480,2021-08-06 18:15:00+00:00,172.89,172.9062,172.685,172.77,94817,1204,172.746203
6481,2021-08-06 18:30:00+00:00,172.78,172.835,172.74,172.78,106835,1718,172.778539
6482,2021-08-06 18:45:00+00:00,172.775,172.785,172.625,172.64,81106,1417,172.705218
6483,2021-08-06 19:00:00+00:00,172.645,172.82,172.63,172.815,66010,1329,172.720706
6484,2021-08-06 19:15:00+00:00,172.81,172.8884,172.77,172.8884,86677,1589,172.834468
6485,2021-08-06 19:30:00+00:00,172.89,172.995,172.835,172.88,122857,2286,172.917618
6486,2021-08-06 19:45:00+00:00,172.86,173.17,172.79,173.08,422580,5608,172.973176
6487,2021-08-06 20:00:00+00:00,173.15,173.15,173.11,173.11,1253124,40,173.109829
6488,2021-08-06 20:30:00+00:00,173.11,173.11,173.11,173.11,2551,1,173.11
6489,2021-08-06 23:30:00+00:00,173.0,173.0,173.0,173.0,100,1,173.0
6490,2021-08-09 08:00:00+00:00,173.4,173.4,173.4,173.4,368,7,173.375163
6491,2021-08-09 11:00:00+00:00,173.05,173.05,172.6277,172.6277,323,9,172.918564
6492,2021-08-09 11:15:00+00:00,172.5754,172.5754,172.5754,172.5754,107,2,172.584084
6493,2021-08-09 11:30:00+00:00,173.5,173.5,173.5,173.5,303,4,173.496139
6494,2021-08-09 12:15:00+00:00,172.5315,172.5327,172.5315,172.5327,211,2,172.532097
6495,2021-08-09 13:00:00+00:00,172.61,172.61,172.61,172.61,204,7,172.650221
6496,2021-08-09 13:15:00+00:00,173.44,173.44,173.44,173.44,313,8,173.438818
6497,2021-08-09 13:30:00+00:00,173.72,174.25,173.5,174.04,320735,3979,173.888672
6498,2021-08-09 13:45:00+00:00,174.02,174.13,173.44,173.45,136504,2851,173.781086
6499,2021-08-09 14:00:00+00:00,173.42,173.73,172.93,173.575,259984,3501,173.323288
6500,2021-08-09 14:15:00+00:00,173.58,173.8,173.41,173.52,81939,1835,173.606795
6501,2021-08-09 14:30:00+00:00,173.51,173.74,173.43,173.5812,81421,1898,173.606698
6502,2021-08-09 14:45:00+00:00,173.59,173.69,173.18,173.24,150411,2714,173.52159
6503,2021-08-09 15:00:00+00:00,173.25,173.41,173.2,173.37,84768,1691,173.312085
6504,2021-08-09 15:15:00+00:00,173.38,173.425,173.2201,173.365,73588,1493,173.342169
6505,2021-08-09 15:30:00+00:00,173.37,173.4,173.2,173.27,77004,1557,173.284783
6506,2021-08-09 15:45:00+00:00,173.2701,173.37,173.24,173.3128,53145,1370,173.298433
6507,2021-08-09 16:00:00+00:00,173.31,173.33,173.11,173.15,95826,1818,173.206274
6508,2021-08-09 16:15:00+00:00,173.17,173.23,173.13,173.23,71981,1496,173.17274
6509,2021-08-09 16:30:00+00:00,173.235,173.4,173.17,173.32,92451,1715,173.25867
6510,2021-08-09 16:45:00+00:00,173.31,173.42,173.24,173.28,85939,1399,173.337252
6511,2021-08-09 17:00:00+00:00,173.27,173.31,173.19,173.3,107396,1467,173.237088
6512,2021-08-09 17:15:00+00:00,173.29,173.35,173.22,173.27,53920,1123,173.279884
6513,2021-08-09 17:30:00+00:00,173.25,173.29,173.21,173.27,103708,1563,173.241209
6514,2021-08-09 17:45:00+00:00,173.29,173.34,173.23,173.2684,51314,1197,173.273062
6515,2021-08-09 18:00:00+00:00,173.27,173.395,173.25,173.31,84902,1357,173.312831
6516,2021-08-09 18:15:00+00:00,173.3115,173.39,173.3,173.3899,87344,1366,173.347349
6517,2021-08-09 18:30:00+00:00,173.39,173.5,173.32,173.42,100599,1846,173.421996
6518,2021-08-09 18:45:00+00:00,173.42,173.4601,173.38,173.4,77707,1395,173.410734
6519,2021-08-09 19:00:00+00:00,173.4,173.515,173.335,173.49,108998,1785,173.414427
6520,2021-08-09 19:15:00+00:00,173.49,173.56,173.41,173.55,103466,1761,173.484279
6521,2021-08-09 19:30:00+00:00,173.5557,173.665,173.5,173.5419,121283,2274,173.58566
6522,2021-08-09 19:45:00+00:00,173.54,173.72,173.47,173.7,258755,4026,173.567604
6523,2021-08-09 20:00:00+00:00,173.61,173.71,173.61,173.71,862731,45,173.709839
6524,2021-08-09 20:15:00+00:00,173.86,173.86,173.86,173.86,104,4,173.855673
6525,2021-08-09 21:00:00+00:00,173.68,173.71,173.68,173.71,345,7,173.686826
6526,2021-08-09 21:15:00+00:00,173.71,173.71,173.71,173.71,355,3,173.710211
6527,2021-08-09 21:45:00+00:00,173.61,173.63,173.61,173.63,500,2,173.622
6528,2021-08-09 23:00:00+00:00,173.9,173.9,173.9,173.9,300,2,173.9
6529,2021-08-10 11:00:00+00:00,173.59,173.59,173.49,173.49,212,3,173.53717
6530,2021-08-10 11:15:00+00:00,173.46,173.46,173.46,173.46,160,3,173.467813
6531,2021-08-10 12:00:00+00:00,173.0088,173.0088,173.0088,173.0088,345,6,173.007397
6532,2021-08-10 13:15:00+00:00,172.99,172.99,172.99,172.99,773,100,173.052228
6533,2021-08-10 13:30:00+00:00,173.26,173.77,172.99,173.7439,215004,3222,173.303157
6534,2021-08-10 13:45:00+00:00,173.72,173.77,173.0067,173.04,126893,2241,173.379966
6535,2021-08-10 14:00:00+00:00,173.06,173.32,172.97,173.31,151222,2634,173.116682
6536,2021-08-10 14:15:00+00:00,173.31,173.59,173.19,173.46,104428,2115,173.386097
6537,2021-08-10 14:30:00+00:00,173.45,173.6,172.82,172.9,159676,2706,173.230141
6538,2021-08-10 14:45:00+00:00,172.87,173.0,172.78,172.99,158234,2766,172.861312
6539,2021-08-10 15:00:00+00:00,172.99,173.26,172.955,173.12,129446,2502,173.150815
6540,2021-08-10 15:15:00+00:00,173.11,173.27,173.04,173.15,91891,1963,173.130991
6541,2021-08-10 15:30:00+00:00,173.17,173.6899,173.1382,173.64,141315,2363,173.41463
6542,2021-08-10 15:45:00+00:00,173.62,173.84,173.62,173.67,76161,1534,173.746539
6543,2021-08-10 16:00:00+00:00,173.66,173.73,173.59,173.65,79094,1613,173.667786
